2 1.7952
4 3.1998
7 3.5898
9 8.4039
8 4.0991
3 1.9477
10 5.7051
5 7.3301
6 3.0517
13 7.8730
11 4.6355
14 6.2703
15 5.1774
17 9.5396
16 8.9575
12 6.8139
